Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,1273251,1280755,1300738,1332217,1372580,1420353,1474270,1536488,1612726,1710578,1834555,1986360,2161559,2350852,2541408,2723156,2893546
Oman,OMN,"Population, total",SP.POP.TOTL,2267991,2294787,2334285,2385255,2444751,2511269,2582991,2662762,2759014,2882942,3041460,3237268,3464644,3711481,3960925,4199810,4424762
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,67052144,68554278,70041610,71528649,73035586,74577796,76158307,77775038,79431613,81130832,82873406,84661523,86491697,88351309,90223238,92094180,93958639
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,71471141,73047159,74612533,76174752,77744714,79331871,80935686,82557936,84212990,85918748,87686776,89522742,91419836,93361286,95323019,97286333,99244837
Pakistan,PAK,"Population, total",SP.POP.TOTL,138523285,141601437,144654143,147703401,150780300,153909667,157093993,160332974,163644603,167049580,170560182,174184265,177911533,181712595,185546257,189380513,193203476
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Palau,PLW,"Population, total",SP.POP.TOTL,19175,19404,19574,19700,19804,19906,20012,20116,20228,20342,20470,20599,20758,20920,21094,21288,21503
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,1503316,1533128,1563094,1593263,1623703,1654463,1685542,1716890,1748568,1780611,1813055,1845891,1879061,1912426,1945797,1979028,2012048
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,1527031,1556556,1586171,1615911,1645838,1676002,1706363,1736917,1767700,1798774,1830167,1861891,1893877,1926036,1958189,1990221,2022071
Panama,PAN,"Population, total",SP.POP.TOTL,3030347,3089684,3149265,3209174,3269541,3330465,3391905,3453807,3516268,3579385,3643222,3707782,3772938,3838462,3903986,3969249,4034119
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,2741051,2811604,2883205,2955885,3029711,3104704,3180856,3258042,3336019,3414498,3493244,3572147,3651254,3730662,3810527,3891001,3972066
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,2831171,2904548,2979111,3054839,3131806,3210005,3289416,3369880,3451168,3532949,3614995,3697201,3779582,3862203,3945258,4028824,4112925
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5572222,5716152,5862316,6010724,6161517,6314709,6470272,6627922,6787187,6947447,7108239,7269348,7430836,7592865,7755785,7919825,8084991
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,2619219,2670265,2720429,2769242,2816127,2860748,2902864,2942792,2981422,3020027,3059484,3100121,3141752,3184174,3227025,3269996,3313088
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,2683481,2736359,2788182,2838708,2887613,2934746,2979932,3023367,3065695,3107810,3150393,3193662,3237467,3281566,3325559,3369123,3412220
Paraguay,PRY,"Population, total",SP.POP.TOTL,5302700,5406624,5508611,5607950,5703740,5795494,5882796,5966159,6047117,6127837,6209877,6293783,6379219,6465740,6552584,6639119,6725308
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,12964040,13137629,13308134,13476784,13645023,13814104,13984304,14156091,14331114,14511323,14697923,14891720,15091930,15296126,15500874,15703562,15903293
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,12950839,13123734,13293333,13460954,13628171,13796306,13965640,14136633,14310866,14490184,14675723,14868269,15067036,15269590,15472480,15673109,15870546
Peru,PER,"Population, total",SP.POP.TOTL,25914879,26261363,26601467,26937738,27273194,27610410,27949944,28292724,28641980,29001507,29373646,29759989,30158966,30565716,30973354,31376671,31773839
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,38711182,39565807,40432061,41292735,42124647,42912666,43648302,44340289,45011888,45696154,46416789,47182030,47984372,48812495,49648311,50478479,51300100
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,39280387,40099508,40919999,41739219,42553846,43361571,44161117,44953201,45739976,46524725,47309835,48095910,48882270,49668537,50453938,51237880,52020122
Philippines,PHL,"Population, total",SP.POP.TOTL,77991569,79665315,81352060,83031954,84678493,86274237,87809419,89293490,90751864,92220879,93726624,95277940,96866642,98481032,100102249,101716359,103320222
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,19685018,19689267,19690684,19688161,19686741,19686876,19681594,19676666,19684009,19701480,19649274,19663791,19667525,19659204,19647678,19637331,19619786
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,18573611,18558809,18539680,18516409,18495481,18478569,18459673,18443894,18441750,18450123,18393520,18399464,18395639,18380992,18364057,18349081,18328230
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37948016
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5324523,5358684,5383724,5400081,5411401,5423368,5438963,5458782,5478177,5495961,5511012,5515281,5505184,5486359,5466320,5450718,5437162
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4965375,5004038,5035907,5058740,5072460,5079962,5083325,5084182,5080000,5072286,5062088,5042279,5009660,4970936,4934742,4907358,4887449
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10324611
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1976507,1981804,1985506,1987844,1989105,1986720,1978371,1966494,1954452,1943273,1933052,1910619,1887584,1866114,1835923,1803868,1771651
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1834098,1836970,1838195,1838251,1837773,1834642,1826843,1816501,1806414,1797137,1788473,1768113,1746904,1726963,1698951,1669313,1639656
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473181,3411307
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,205925,216144,228096,242359,259659,280456,304752,332214,362569,395400,430198,467061,505493,543652,579161,610372,636441
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,386342,400742,417563,446227,499196,584407,705630,857419,1026773,1195380,1349478,1484993,1604075,1706821,1795258,1871167,1933363
Qatar,QAT,"Population, total",SP.POP.TOTL,592267,616886,645659,688586,758855,864863,1010382,1189633,1389342,1590780,1779676,1952054,2109568,2250473,2374419,2481539,2569804
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,11463790,11313535,11116055,11043464,10988040,10928084,10871743,10720794,10551954,10472080,10416650,10370869,10328980,10293901,10257961,10211906,10156894
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,10979181,10818435,10614441,10530862,10463708,10391601,10322017,10162188,9985921,9895407,9830221,9776659,9729055,9689792,9651018,9603575,9548407
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815481,19705301
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,77993457,77731088,77450283,77179881,76949087,76730155,76547265,76477319,76493620,76551094,76601805,76657531,76764455,76895161,77029543,77152257,77268128
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,68603100,68244995,67855763,67468376,67117967,66788368,66502263,66327769,66248730,66234248,66247644,66303337,66437221,66611750,66790123,66944613,67074268
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596557,145976083,145306046,144648257,144067054,143518523,143049528,142805088,142742350,142785342,142849449,142960868,143201676,143506911,143819666,144096870,144342396
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,4110741,4263326,4367356,4440024,4509683,4597016,4705238,4826620,4958110,5093921,5229831,5365672,5503337,5642849,5784486,5928320,6074266
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,3914962,4066080,4168849,4240322,4308755,4394719,4501342,4620782,4750059,4883525,5017011,5150399,5285516,5422302,5560871,5701233,5843242
Rwanda,RWA,"Population, total",SP.POP.TOTL,8025703,8329406,8536205,8680346,8818438,8991735,9206580,9447402,9708169,9977446,10246842,10516071,10788853,11065151,11345357,11629553,11917508
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,83682,84197,84771,85415,86073,86737,87402,88074,88751,89442,90154,90888,91630,92380,93107,93807,94456
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,90928,91369,91811,92247,92708,93192,93692,94212,94775,95384,96051,96777,97564,98377,99183,99952,100669
Samoa,WSM,"Population, total",SP.POP.TOTL,174610,175566,176582,177662,178781,179929,181094,182286,183526,184826,186205,187665,189194,190757,192290,193759,195125
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
San Marino,SMR,"Population, total",SP.POP.TOTL,27418,27762,28121,28494,28866,29240,29614,29977,30351,30723,31110,31504,31914,32303,32657,32960,33203
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,69794,71299,72926,74657,76446,78273,80115,81991,83892,85833,87809,89819,91859,93937,96045,98190,100368
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,68812,70323,71963,73715,75523,77357,79213,81110,83021,84980,86967,88981,91030,93108,95221,97363,99542
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,138606,141622,144889,148372,151969,155630,159328,163101,166913,170813,174776,178800,182889,187045,191266,195553,199910
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,9455087,9674940,9895338,10120074,10354006,10600689,10859788,11130264,11413740,11711992,12025041,12355754,12700554,13045253,13370865,13664443,13919153
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,11309225,11628652,12010970,12436351,12874884,13304965,13718513,14122305,14527030,14949500,15400635,15882266,16385803,16899223,17405857,17892701,18356534
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,20764312,21303592,21906308,22556425,23228890,23905654,24578301,25252569,25940770,26661492,27425676,28238020,29086357,29944476,30776722,31557144,32275687
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,5019559,5152400,5289935,5432494,5580277,5733499,5892207,6056694,6227702,6406123,6592433,6787010,6989324,7197887,7410633,7626015,7843481
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,4864493,4982097,5106926,5238496,5375667,5517767,5664556,5816863,5976255,6144794,6323796,6513900,6714189,6922433,7135478,7350979,7568133
Senegal,SEN,"Population, total",SP.POP.TOTL,9884052,10134497,10396861,10670990,10955944,11251266,11556763,11873557,12203957,12550917,12916229,13300910,13703513,14120320,14546111,14976994,15411614
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3827725,3824573,3824453,3819423,3812994,3803197,3788929,3773375,3756598,3740801,3725389,3696180,3678758,3661620,3645186,3627734,3608663
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3688621,3678860,3672069,3661168,3650163,3637572,3622640,3608204,3593624,3580006,3566047,3537919,3520319,3502512,3485390,3467649,3448749
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7057412
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,40720,40797,42104,41640,41420,41459,42053,41895,42453,42346,43472,42511,43289,44577,45740,47125,47950
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,40411,40405,41619,41141,41055,41399,42547,43138,44503,44952,46298,44930,45014,45372,45619,46294,46727
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,2310946,2399942,2510989,2634343,2756420,2867313,2963494,3047406,3122554,3194915,3268922,3345050,3421751,3499147,3577087,3655457,3734561
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,2253351,2339205,2446227,2565206,2683275,2791066,2885198,2968011,3042818,3115345,3189798,3266642,3344352,3422932,3502075,3581568,3661629
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4564297,4739147,4957216,5199549,5439695,5658379,5848692,6015417,6165372,6310260,6458720,6611692,6766103,6922079,7079162,7237025,7396190
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2015669,2073773,2095509,2067345,2095969,2148595,2219975,2317674,2447510,2524989,2571724,2626460,2691369,2734397,2769075,2801234,2837180
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2012218,2064239,2080441,2047481,2070695,2117167,2181390,2270925,2391886,2462584,2505008,2557228,2621068,2664765,2700649,2733768,2770103
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30519,31189,32566,33790,35316,36934,38270,39462,40458,39133,35474,33435,34640,36607,37685,38824,40005
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2772140,2768092,2768074,2767140,2767283,2768010,2768353,2769144,2771267,2774474,2776335,2778938,2782478,2784230,2785837,2787675,2789730
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2616580,2610775,2608838,2606234,2604997,2604797,2604701,2605478,2607966,2611932,2615093,2619446,2625101,2629163,2632812,2636126,2638974
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5428704
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1017948,1019357,1021046,1022264,1023031,1023995,1025361,1028316,1026745,1033080,1035302,1035981,1037370,1038454,1039290,1039786,1040023
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,970977,972703,973484,973469,973981,976479,981507,989806,994571,1006589,1013281,1016862,1019789,1021499,1022690,1023745,1024822
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2064845
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,200523,206164,211965,217878,223846,229825,235811,241787,247755,253694,259622,265510,271366,277194,283021,288855,294697
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,212086,217689,223297,228891,234478,240060,245611,251153,256722,262385,268168,274104,280165,286319,292483,298627,304722
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,412609,423853,435262,446769,458324,469885,481422,492940,504477,516079,527790,539614,551531,563513,575504,587482,599419
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,4495281,4635476,4772577,4909255,5050155,5198621,5355129,5518185,5686887,5859807,6035992,6215311,6398382,6586013,6779294,6979086,7185610
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,4516198,4655347,4791590,4927142,5066073,5211304,5363188,5520411,5682389,5848183,6017231,6189414,6365394,6546336,6733831,6929043,7132386
Somalia,SOM,"Population, total",SP.POP.TOTL,9011479,9290823,9564167,9836397,10116228,10409925,10718317,11038596,11369276,11707990,12053223,12404725,12763776,13132349,13513125,13908129,14317996
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,22864512,23076800,23353087,23639227,23935370,24241788,24558986,24887615,25228182,25581248,25947418,26327129,26721034,27130274,27556160,27999778,28462030
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,22032344,22236137,22502396,22778967,23066331,23364882,23674819,23996230,24329391,24674565,25032015,25402217,25785481,26181681,26590575,27012199,27446835
South Africa,ZAF,"Population, total",SP.POP.TOTL,44896856,45312937,45855482.88,46418193.9,47001700.99,47606670.24,48233804.48,48883844.99,49557573.3,50255813.11,50979432.36,51729345.36,52506515.08,53311955.61,54146734.74,55011976.68,55908865
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,3362993,3499376,3630124,3761486,3903542,4063076,4241527,4434537,4636257,4838424,5034943,5223873,5406540,5584026,5758618,5932062,6104263
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,3337663,3475066,3607152,3740156,3884113,4045801,4226625,4422263,4626879,4832243,5032249,5224984,5411718,5593464,5772353,5950074,6126467
South Sudan,SSD,"Population, total",SP.POP.TOTL,6700656,6974442,7237276,7501642,7787655,8108877,8468152,8856800,9263136,9670667,10067192,10448857,10818258,11177490,11530971,11882136,12230730
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,20655427,20781269,21057122,21420496,21772138,22122529,22478916,22878702,23231169,23432569,23548789,23656308,23708701,23674454,23643347,23654934,23667516
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,19912437,20069143,20374436,20767149,21149757,21530626,21918403,22348101,22722937,22930377,23028108,23086389,23064354,22945591,22837535,22792763,22776443
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46447697,46443959
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,9350250,9440230,9532451,9627554,9724534,9822457,9922205,10023109,10124742,10227110,10328731,10430026,10531391,10634412,10748908,10865778,11001870
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,9304750,9356770,9406549,9455446,9503466,9550543,9597795,9644891,9692258,9740890,9790269,9840974,9893609,9950588,10022092,10100222,10201130
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18655000,18797000,18939000,19083000,19228000,19373000,19520000,19668000,19817000,19968000,20119000,20271000,20425000,20585000,20771000,20966000,21203000
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,45374,45990,46641,47306,47971,48611,49210,49783,50332,50886,51445,52006,52591,53169,53739,54288,54821
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,80088,80886,81578,82223,82881,83618,84445,85345,86265,87128,87893,88528,89063,89518,89957,90394,90842
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,76861,77578,78185,78750,79370,80096,80962,81943,82955,83894,84687,85304,85772,86142,86464,86812,87173
St. Lucia,LCA,"Population, total",SP.POP.TOTL,156949,158464,159763,160973,162251,163714,165407,167288,169220,171022,172580,173832,174835,175660,176421,177206,178015
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264,31530,31754,31949
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,53567,53566,53604,53680,53755,53832,53902,53967,54029,54079,54114,54137,54138,54143,54167,54232,54337
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,54331,54422,54542,54670,54804,54912,55005,55080,55136,55174,55201,55204,55190,55177,55190,55223,55306
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107898,107988,108146,108350,108559,108744,108907,109047,109165,109253,109315,109341,109328,109320,109357,109455,109643
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,13585671,13929667,14292471,14667144,15042803,15411917,15772857,16129672,16487367,16853223,17232707,17627391,18036252,18459075,18894843,19342803,19803121
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,13664864,14015338,14387094,14768800,15143538,15499997,15834207,16152854,16468129,16797396,17153256,17539923,17953940,18390843,18843070,19305000,19775707
Sudan,SDN,"Population, total",SP.POP.TOTL,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39578828
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,234064,236870,239591,242271,244946,247643,250376,253138,255932,258737,261542,264350,267152,269948,272706,275412,278070
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,238326,240870,243453,246061,248684,251303,253931,256567,259216,261882,264561,267239,269925,272592,275222,277796,280298
Suriname,SUR,"Population, total",SP.POP.TOTL,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558368
Swaziland,SWZ,"Population, female",SP.POP.TOTL.FE.IN,550650,556118,559666,562334,565662,570713,577859,586783,597107,608189,619534,631072,642931,655049,667383,679882,692474
Swaziland,SWZ,"Population, male",SP.POP.TOTL.MA.IN,510818,516809,521264,525058,529391,535160,542655,551651,561790,572486,583309,594186,605227,616407,627714,639129,650624
Swaziland,SWZ,"Population, total",SP.POP.TOTL,1061468,1072927,1080930,1087392,1095053,1105873,1120514,1138434,1158897,1180675,1202843,1225258,1248158,1271456,1295097,1319011,1343098
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,4484561,4494970,4507623,4522041,4537042,4551972,4573930,4603869,4635566,4670976,4706949,4738924,4770694,4808080,4852905,4901375,4950241
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,4387548,4400990,4417335,4436188,4456489,4477600,4506575,4544223,4584071,4627539,4671177,4710289,4748680,4792299,4843205,4897811,4952881
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9903122
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,3674423,3697164,3724484,3751081,3775177,3796839,3817289,3847366,3891863,3935920,3972360,4012164,4050550,4093239,4139717,4183804,4226335
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,3509827,3532690,3560269,3587920,3614448,3640276,3666645,3703751,3755812,3807911,3852549,3900234,3946311,3996107,4048932,4098592,4145763
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8372098
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,8109037,8269444,8406299,8545532,8723151,8960363,9277465,9654735,10025416,10297612,10409556,10337619,10113998,9802054,9493706,9258761,9110867
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,8301811,8497455,8681602,8869734,9083487,9334248,9637512,9978071,10300027,10527281,10609278,10526374,10306703,10007087,9709384,9476226,9319586
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16410848,16766899,17087901,17415266,17806638,18294611,18914977,19632806,20325443,20824893,21018834,20863993,20420701,19809141,19203090,18734987,18430453
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,3102545,3154784,3211470,3272313,3336724,3404261,3474794,3548504,3625528,3706102,3790278,3878014,3968902,4062090,4156506,4251302,4346075
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,3113660,3172341,3236218,3304564,3376117,3449915,3525763,3603881,3684200,3766717,3851352,3937935,4026160,4115719,4206239,4297349,4388876
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,17263719,17747068,18260075,18802687,19373114,19969892,20594292,21247255,21926252,22627715,23349002,24089109,24848572,25628191,26429367,27253077,28099514
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,16914323,17369951,17845733,18346385,18876870,19440653,20040656,20676460,21343892,22036516,22749589,23481793,24234425,25008404,25805502,26626880,27472687
Tanzania,TZA,"Population, total",SP.POP.TOTL,34178042,35117019,36105808,37149072,38249984,39410545,40634948,41923715,43270144,44664231,46098591,47570902,49082997,50636595,52234869,53879957,55572201
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,31862217,32190930,32487967,32757837,33009054,33248154,33474683,33686665,33887527,34081455,34271291,34459009,34643550,34820879,34985136,35132152,35260770
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,31095804,31352392,31585197,31797115,31993177,32177316,32349481,32508950,32658233,32800412,32937517,33071121,33200429,33322186,33431636,33525448,33602744
Thailand,THA,"Population, total",SP.POP.TOTL,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,429593,439830,455292,473641,491397,506074,516874,524754,531008,537656,546158,556871,569269,582874,596898,610775,624416
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,442014,452701,468533,487211,505301,520410,531747,540219,547102,554365,563433,574652,587491,601492,615916,630202,644255
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,2505442,2575684,2645135,2714713,2785858,2859646,2936234,3015258,3096657,3180246,3265863,3353558,3443310,3534772,3627480,3721086,3815450
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,2464925,2536086,2606337,2676688,2748740,2823622,2901558,2982127,3065139,3150226,3237089,3325724,3416172,3508176,3601435,3695716,3790924
Togo,TGO,"Population, total",SP.POP.TOTL,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,48197,48560,48993,49465,49937,50370,50767,51130,51445,51729,51982,52197,52365,52540,52757,53032,53397
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,49885,50051,50191,50324,50469,50671,50922,51227,51560,51875,52155,52380,52586,52788,53025,53332,53725
Tonga,TON,"Population, total",SP.POP.TOTL,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,637372,639938,643113,646711,650410,654003,657407,660702,663961,667301,670819,674502,678296,682079,685691,689006,691986
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,630612,632442,634724,637341,640125,642931,645737,648558,651411,654317,657281,660286,663292,666169,668802,671086,672976
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1267984,1272380,1277837,1284052,1290535,1296934,1303144,1309260,1315372,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,4833197,4882926,4929636,4975120,5021654,5070948,5123646,5179591,5238603,5300179,5363832,5429621,5497439,5566404,5635329,5703301,5769883
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,4866000,4902775,4934690,4964558,4995947,5031534,5072490,5118496,5168733,5221655,5276099,5331846,5389229,5448154,5508579,5570360,5633365
