,country,year,birth/1000,fertility/1000,health_exp/capita,health_exp_private_%GDP,health_exp_public_%GDP,health_exp_public_%govExp,health_exp_public_%totHealthExp,health_exp_%GDP,life_exp_F,life_exp_M,life_exp,risk_maternal_death_%,mortality/1000_adultF,mortality/1000_adultM,mortality/1000_infant,death_age<5,health_exp_outOfPocket_%privateExp,health_exp_outOfPocket_%totExp,sanitation_%pop,anemia_%age<5,anemia_nonpregnant_%age15-49,anemia_%pregnant,anemia_%age15-49,survival_>=age65_F,survival_>=age65_M,tuberculosis_%detect,tuberculosis_%txSuccess,Code,Region,Income group
78,Argentina,2015,17.364,2.3080000000000003,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,80.17699999999999,72.594,76.29302439,0.126378674,74.547,152.35399999999998,11.1,9513.0,-2.0,-2.0,94.83988146,21.4,17.2,28.0,17.6,87.49356999999999,76.19645,87.0,-2.0,ARG,Latin America & Caribbean,Upper middle income
79,Argentina,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22.2,18.2,28.5,18.6,-2.0,-2.0,-2.0,-2.0,ARG,Latin America & Caribbean,Upper middle income
80,Armenia,2007,14.855,1.702,134.0604398,2.209545822,2.099284998,10.41632671,48.72052502,4.30883082,75.88,69.46300000000001,72.5932439,0.063303778,90.772,200.65,18.8,1001.0,96.43786117,49.45282889,90.97891399,27.5,21.9,27.5,22.1,83.79979,69.18105,75.0,77.0,ARM,Europe & Central Asia,Lower middle income
81,Armenia,2008,15.026,1.706,149.3830344,2.034552667,1.764770313,7.00308606,46.44959963,3.79932298,76.027,69.582,72.72590244,0.072123454,88.245,196.828,17.9,944.0,95.98129566,51.398368100000006,91.06204107,27.6,22.1,28.2,22.3,84.19348000000001,69.53298000000001,78.0,78.0,ARM,Europe & Central Asia,Lower middle income
82,Armenia,2009,15.099,1.703,132.517204,2.535318034,2.010005376,6.71988178,44.22139406,4.54532341,76.206,69.749,72.8987561,0.06797321,85.71799999999999,193.005,17.0,887.0,95.15901902,53.07837424,91.13353206,27.8,22.5,29.0,22.7,84.58717,69.88492,78.0,79.0,ARM,Europe & Central Asia,Lower middle income
83,Armenia,2010,15.065,1.693,143.0644236,2.6395489569999997,1.9227140630000001,6.96733436,42.14386708,4.56226302,76.415,69.961,73.10929268,0.062265760999999996,83.191,189.18200000000002,16.1,831.0,96.57087699,55.87217495,91.20503222,28.0,23.0,29.8,23.2,84.98085999999999,70.23685,76.0,82.0,ARM,Europe & Central Asia,Lower middle income
84,Armenia,2011,14.927999999999999,1.68,127.00593159999998,1.774637434,1.938903536,7.39885161,52.21171792,3.71354097,76.64399999999999,70.205,73.34597561,0.05625310099999999,80.664,185.359,15.3,779.0,98.44587021,47.04559015,91.27667507,28.5,23.7,30.7,23.9,85.37454,70.58878,73.0,78.0,ARM,Europe & Central Asia,Lower middle income
85,Armenia,2012,14.713,1.6640000000000001,149.9280612,2.6064767090000003,1.8756815409999998,7.43875474,41.84773131,4.48215825,76.874,70.455,73.58621951,0.052786808,78.137,181.537,14.6,723.0,93.83952707,54.56981392,91.34832847,28.9,24.5,31.6,24.7,85.76823,70.94071,76.0,81.0,ARM,Europe & Central Asia,Lower middle income
86,Armenia,2013,14.446,1.6480000000000001,158.98019680000002,2.6035357930000003,1.946690997,7.27372925,42.78228507,4.55022679,77.09100000000001,70.689,73.81192683,0.048293072,77.145,179.62900000000002,13.8,671.0,93.83804155,53.69198311,91.42328829,29.3,25.5,32.6,25.7,85.96548,71.25446,95.0,81.0,ARM,Europe & Central Asia,Lower middle income
87,Armenia,2014,14.140999999999998,1.6340000000000001,161.55238559999998,2.554473753,1.925675667,7.04461968,42.98239827,4.48014942,77.292,70.903,74.01958537,0.04483644,76.153,177.72099999999998,13.2,620.0,93.85406787,53.51333862,91.5013985,30.0,26.5,33.5,26.7,86.16274,71.56821,98.0,78.0,ARM,Europe & Central Asia,Lower middle income
88,Armenia,2015,13.808,1.6219999999999999,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.47399999999999,71.094,74.20619512,0.042664932,75.161,175.81400000000002,12.6,577.0,-2.0,-2.0,91.58276665,30.7,27.8,34.4,28.0,86.35999,71.88195,89.0,-2.0,ARM,Europe & Central Asia,Lower middle income
89,Armenia,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31.5,29.2,35.5,29.4,-2.0,-2.0,-2.0,-2.0,ARM,Europe & Central Asia,Lower middle income
90,Aruba,2007,11.808,1.7630000000000001,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,76.992,72.093,74.4827561,-2.0,79.922,128.52700000000002,-2.0,-2.0,-2.0,-2.0,97.86711814,-2.0,-2.0,-2.0,-2.0,86.17956,77.77396,-2.0,-2.0,ABW,Latin America & Caribbean,High income
91,Aruba,2008,11.589,1.764,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.14,72.235,74.62768293,-2.0,78.855,126.884,-2.0,-2.0,-2.0,-2.0,97.80239074,-2.0,-2.0,-2.0,-2.0,86.35732,78.02917,-2.0,-2.0,ABW,Latin America & Caribbean,High income
92,Aruba,2009,11.407,1.7690000000000001,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.285,72.377,74.77114634,-2.0,77.789,125.241,-2.0,-2.0,-2.0,-2.0,97.73766333,-2.0,-2.0,-2.0,-2.0,86.53508000000001,78.28437,-2.0,-2.0,ABW,Latin America & Caribbean,High income
93,Aruba,2010,11.26,1.776,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.425,72.516,74.91063415,-2.0,76.722,123.598,-2.0,-2.0,-2.0,-2.0,97.67293593,-2.0,-2.0,-2.0,-2.0,86.71284,78.53958,87.0,-2.0,ABW,Latin America & Caribbean,High income
94,Aruba,2011,11.147,1.7830000000000001,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.561,72.654,75.04765854,-2.0,75.655,121.954,-2.0,-2.0,-2.0,-2.0,97.60820852,-2.0,-2.0,-2.0,-2.0,86.8906,78.79479,87.0,93.0,ABW,Latin America & Caribbean,High income
95,Aruba,2012,11.065,1.791,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.695,72.791,75.18319512,-2.0,74.589,120.311,-2.0,-2.0,-2.0,-2.0,97.54348112,-2.0,-2.0,-2.0,-2.0,87.06836,79.04999000000001,87.0,-2.0,ABW,Latin America & Caribbean,High income
96,Aruba,2013,11.008,1.796,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.83,72.929,75.31973171,-2.0,73.561,118.655,-2.0,-2.0,-2.0,-2.0,97.54348112,-2.0,-2.0,-2.0,-2.0,87.24025,79.3079,87.0,-2.0,ABW,Latin America & Caribbean,High income
97,Aruba,2014,10.975,1.8,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.965,73.068,75.45678049,-2.0,72.53399999999999,116.999,-2.0,-2.0,-2.0,-2.0,97.54348112,-2.0,-2.0,-2.0,-2.0,87.41215,79.56581,87.0,-2.0,ABW,Latin America & Caribbean,High income
98,Aruba,2015,10.963,1.801,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,78.1,73.208,75.59434146,-2.0,71.506,115.34299999999999,-2.0,-2.0,-2.0,-2.0,97.54348112,-2.0,-2.0,-2.0,-2.0,87.58404,79.82372,-2.0,-2.0,ABW,Latin America & Caribbean,High income
99,Aruba,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,ABW,Latin America & Caribbean,High income
100,Australia,2007,14.1,1.959,4077.852329,2.764754097,5.765876395,17.48171484,67.59027243,8.5306305,83.7,79.0,81.29268293,0.013213218999999998,48.13,84.73100000000001,4.5,1494.0,55.39732737,17.95412282,100.0,11.2,8.0,19.8,8.4,92.3068,87.26223,87.0,85.0,AUS,East Asia & Pacific,High income
101,Australia,2008,14.0,1.984,4410.437702,2.8558650539999997,5.927631008,17.20871916,67.48600968,8.78349607,83.7,79.2,81.39512195,0.012780723999999999,46.641999999999996,81.993,4.4,1508.0,55.13690336,17.92720737,100.0,11.2,7.9,19.7,8.3,92.39993,87.4587,87.0,81.0,AUS,East Asia & Pacific,High income
102,Australia,2009,13.9,1.9709999999999999,4256.640845,2.859499949,6.186556011,16.77921974,68.38953947,9.04605596,83.9,79.3,81.54390244,0.013111258,47.91,81.777,4.2,1504.0,57.29778418,18.11209345,100.0,11.3,7.8,19.5,8.2,92.49306,87.65517,87.0,80.0,AUS,East Asia & Pacific,High income
103,Australia,2010,13.7,1.9280000000000002,5324.517415,2.8879376569999997,6.127334253,17.11436101,67.96616136,9.01527191,84.0,79.5,81.69512195,0.01261743,45.705,78.63600000000001,4.1,1478.0,58.01326291,18.58387503,100.0,11.4,7.7,19.5,8.1,92.58619,87.85164,87.0,82.0,AUS,East Asia & Pacific,High income
104,Australia,2011,13.6,1.9269999999999998,6368.424124,2.8839682719999997,6.315378278,17.65066229,68.6502921,9.19934655,84.2,79.7,81.89512195,0.012783285,46.08,78.273,3.8,1396.0,57.21991322,17.93827565,100.0,11.5,7.7,19.4,8.1,92.67931999999999,88.04811,87.0,78.0,AUS,East Asia & Pacific,High income
105,Australia,2012,13.7,1.921,6543.523886999999,3.071751871,6.285633269,17.31142544,67.17296739,9.35738514,84.3,79.9,82.04634146,0.012321331000000001,-2.0,-2.0,3.6,1323.0,57.08280437,18.73859081,100.0,11.8,7.7,19.4,8.1,92.77245,88.24458,87.0,82.0,AUS,East Asia & Pacific,High income
106,Australia,2013,13.3,1.859,6258.467361,3.088821341,6.274917138999999,17.31142544,67.01294737,9.36373848,84.3,80.1,82.14878049,0.012148165,-2.0,-2.0,3.4,1243.0,57.08280437,18.82993472,100.0,12.1,7.8,19.5,8.2,92.97123,88.55825,87.0,85.0,AUS,East Asia & Pacific,High income
107,Australia,2014,13.2,1.8330000000000002,6031.1074579999995,3.105707582,6.316592657999999,17.31142544,67.03875378,9.42230024,84.4,80.3,82.3,0.011828061,-2.0,-2.0,3.2,1171.0,57.08280437,18.815203699999998,100.0,12.6,7.9,19.6,8.3,93.17000999999999,88.87193,87.0,79.0,AUS,East Asia & Pacific,High income
108,Australia,2015,12.7,1.8330000000000002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.5,80.5,82.45121951,0.011521205,-2.0,-2.0,3.0,1146.0,-2.0,-2.0,100.0,13.2,8.2,19.8,8.6,93.36879,89.1856,87.0,-2.0,AUS,East Asia & Pacific,High income
109,Australia,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,13.9,8.7,20.1,9.1,-2.0,-2.0,-2.0,-2.0,AUS,East Asia & Pacific,High income
110,Austria,2007,9.2,1.38,4710.1105880000005,2.625474328,7.775802592000001,15.99877963,74.75815375,10.40127692,83.1,77.4,80.18048780000001,0.00539414,51.827,104.20299999999999,3.8,377.0,67.71270028,17.0919357,99.98994420000001,10.7,13.4,23.6,13.6,91.64111,83.63448000000001,87.0,-2.0,AUT,Europe & Central Asia,High income
111,Austria,2008,9.3,1.42,5286.915229,2.608073056,7.995856889,16.20703242,75.40465567,10.60392998,83.3,77.7,80.43170732,0.005117587,50.272,99.62700000000001,3.8,364.0,66.6565765,16.39441429,99.98787866,10.6,13.4,23.5,13.6,91.72747,83.94035,-2.0,70.0,AUT,Europe & Central Asia,High income
112,Austria,2009,9.2,1.39,5153.788544,2.7283077010000003,8.466129609,16.09120887,75.628005,11.19443731,83.2,77.6,80.33170732,0.005356029,50.028999999999996,102.95,3.7,351.0,67.02167142,16.33451841,99.98581274,10.6,13.5,23.4,13.7,91.81384,84.24622,87.0,70.0,AUT,Europe & Central Asia,High income
113,Austria,2010,9.4,1.44,5049.5623399999995,2.765241213,8.400006947,15.90639731,75.23349975,11.16524816,83.5,77.8,80.5804878,0.005378181,48.678999999999995,100.294,3.6,341.0,66.94749954,16.58055264,99.98374669,10.6,13.6,23.4,13.8,91.9002,84.55209,87.0,75.0,AUT,Europe & Central Asia,High income
114,Austria,2011,9.3,1.43,5431.67401,2.7218983469999998,8.213674722999999,16.18287608,75.10968717,10.93557307,83.8,78.3,80.98292683,0.005407468,49.343,94.337,3.4,327.0,67.0153546,16.6803314,99.98168005,10.6,13.9,23.5,14.1,91.98657,84.85795999999999,87.0,72.0,AUT,Europe & Central Asia,High income
115,Austria,2012,9.4,1.44,5239.517579,2.751030248,8.417189562,16.29661859,75.36733432,11.16821981,83.6,78.4,80.93658537,0.0051636040000000005,46.718,91.344,3.3,315.0,66.35342811,16.34461812,99.97961304,10.8,14.2,23.6,14.4,92.07293,85.16383,87.0,69.0,AUT,Europe & Central Asia,High income
116,Austria,2013,9.4,1.44,5478.24495,2.767175962,8.370613437000001,16.33091808,75.15506003,11.1377909,83.8,78.6,81.13658537,0.00540161,45.316,89.368,3.2,312.0,65.36200732,16.23914267,99.97754087,11.0,14.7,23.8,14.9,92.31038000000001,85.44426999999999,87.0,72.0,AUT,Europe & Central Asia,High income
117,Austria,2014,9.6,1.47,5580.493943,2.48044756,8.72502572,16.27325511,77.86396435,11.20547328,84.0,79.1,81.4902439,0.005466815999999999,46.00899999999999,85.631,3.0,300.0,72.95306768,16.14891707,99.97546187,11.4,15.4,23.9,15.6,92.54783,85.72471,87.0,74.0,AUT,Europe & Central Asia,High income
118,Austria,2015,9.8,1.47,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,84.2,79.6,81.84390244,0.005491818000000001,-2.0,-2.0,2.9,288.0,-2.0,-2.0,99.97337503,11.9,16.2,24.2,16.4,92.78527,86.00514,87.0,-2.0,AUT,Europe & Central Asia,High income
119,Austria,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,12.6,17.1,24.5,17.3,-2.0,-2.0,-2.0,-2.0,AUT,Europe & Central Asia,High income
120,Azerbaijan,2007,17.7,1.97,192.3844097,4.114999051,0.980253879,4.56771056,19.23857152,5.09525293,72.91,66.655,69.70621951,0.067949352,91.855,191.498,39.3,6329.0,89.84984263,72.56401639,76.84735236,35.0,36.7,35.3,36.6,81.23031999999999,67.66093000000001,28.0,58.0,AZE,Europe & Central Asia,Upper middle income
121,Azerbaijan,2008,17.4,1.9,241.55761230000002,3.549390984,0.824675486,3.07215385,18.85374838,4.37406647,73.405,67.09100000000001,70.171,0.068164961,91.02799999999999,188.489,37.3,6211.0,88.41710293,71.74716482,78.43378608,33.6,36.3,35.5,36.3,81.53941999999999,68.2121,46.0,56.0,AZE,Europe & Central Asia,Upper middle income
122,Azerbaijan,2009,17.0,1.82,288.5361123,4.51127076,1.33896972,4.53831434,22.88743044,5.85024048,73.813,67.498,70.5784878,0.067013821,90.20200000000001,185.48,35.5,6200.0,88.83316496,68.50153612,80.01530240000001,32.0,36.0,35.8,36.0,81.84853000000001,68.76326,68.0,66.0,AZE,Europe & Central Asia,Upper middle income
123,Azerbaijan,2010,18.3,1.92,310.14890460000004,4.165579377,1.168020723,4.21557212,21.89929319,5.3336001,74.127,67.863,70.91860976,0.068164424,89.375,182.472,33.9,6327.0,88.58384855,69.18461184,81.59313481,30.7,35.9,36.2,35.9,82.15763000000001,69.31443,65.0,73.0,AZE,Europe & Central Asia,Upper middle income
124,Azerbaijan,2011,19.2,1.96,358.2574,3.928337356,1.080987674,3.65643773,21.57950756,5.00932503,74.355,68.175,71.18963415,0.066287682,88.54899999999999,179.463,32.5,6611.0,89.04454987,69.8291745,83.16687762,29.3,35.9,36.8,36.0,82.46673,69.8656,91.0,78.0,AZE,Europe & Central Asia,Upper middle income
125,Azerbaijan,2012,18.8,2.0,399.4974288,4.156301026,1.210596594,3.805179,22.55672979,5.36689762,74.527,68.433,71.40568293,0.06360485099999999,87.723,176.454,31.2,6982.0,89.12674497,69.02266594,84.73612513,27.9,36.2,37.3,36.2,82.77584,70.41676,72.0,83.0,AZE,Europe & Central Asia,Upper middle income
126,Azerbaijan,2013,18.3,1.98,432.418509,4.387366545,1.150183905,3.4957035000000003,20.7706262,5.53755045,74.672,68.638,71.58141463,0.064521364,87.02,175.696,30.0,7296.0,89.69440481,71.06431526,86.30047167,26.5,36.4,37.9,36.5,82.94123,70.56166,73.0,82.0,AZE,Europe & Central Asia,Upper middle income
127,Azerbaijan,2014,17.9,1.97,471.41439560000003,4.805895721000001,1.230967479,3.88256056,20.39084601,6.036863200000001,74.801,68.795,71.7247561,0.064405172,86.318,174.938,28.9,7403.0,90.54503777,72.08213855,87.85951155,25.4,36.8,38.4,36.9,83.10663000000001,70.70657,78.0,83.0,AZE,Europe & Central Asia,Upper middle income
128,Azerbaijan,2015,17.2,1.97,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,74.92399999999999,68.913,71.84519512,0.062498517,85.616,174.18,27.9,7206.0,-2.0,-2.0,89.34908083,24.5,37.5,39.2,37.6,83.27203,70.85146999999999,81.0,-2.0,AZE,Europe & Central Asia,Upper middle income
129,Azerbaijan,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23.9,38.4,40.1,38.5,-2.0,-2.0,-2.0,-2.0,AZE,Europe & Central Asia,Upper middle income
130,Bahrain,2007,17.684,2.2969999999999997,651.4708532999999,0.8931075340000001,2.184567246,9.35480777,70.98109455,3.07767478,76.615,74.857,75.71456098,0.04706186,65.829,81.919,8.5,161.0,66.29848416,19.23909443,99.95318765,31.9,42.8,41.5,42.7,87.14304,84.16194,87.0,52.0,BHR,Middle East & North Africa,High income
131,Bahrain,2008,17.236,2.241,730.1150758,0.855428473,2.313058037,9.78171479,73.00198468,3.16848651,76.77600000000001,74.994,75.86326829,0.042272804000000004,64.95,81.023,8.1,158.0,63.46078392,17.13315217,99.96823447,31.4,42.3,41.5,42.2,87.33124000000001,84.40401,87.0,66.0,BHR,Middle East & North Africa,High income
132,Bahrain,2009,16.86,2.197,725.7482649,1.038059621,2.748444379,10.72125869,72.58527600000001,3.786504,76.933,75.131,76.01002439,0.039496686,64.072,80.127,7.6,155.0,63.50425414,17.409516,99.9832813,30.9,41.8,41.5,41.8,87.51945,84.64607,87.0,99.0,BHR,Middle East & North Africa,High income
133,Bahrain,2010,16.544,2.164,741.5719713,1.044270199,2.593379391,9.08452427,71.29272148,3.63764959,77.087,75.268,76.15531707,0.036762085,63.193000000000005,79.23100000000001,7.1,151.0,61.40922107,17.62891613,99.99832813,30.5,41.5,41.7,41.5,87.70765,84.88814,87.0,96.0,BHR,Middle East & North Africa,High income
134,Bahrain,2011,16.268,2.1390000000000002,756.5510545,1.018420615,2.383532755,8.66784911,70.06365155,3.40195337,77.23899999999999,75.405,76.29963415,0.036002223,62.315,78.336,6.7,152.0,60.24237299,18.03436669,100.0,30.2,41.3,41.9,41.4,87.89586,85.1302,87.0,61.0,BHR,Middle East & North Africa,High income
135,Bahrain,2012,16.003,2.1180000000000003,1006.911744,1.6032493980000002,2.7626622419999998,9.34712667,63.27801545,4.36591164,77.39,75.541,76.44295122,0.035115296000000004,61.43600000000001,77.44,6.3,150.0,68.6601778,25.21337988,100.0,29.9,41.3,42.1,41.4,88.08406,85.37227,87.0,44.0,BHR,Middle East & North Africa,High income
136,Bahrain,2013,15.729000000000001,2.0980000000000003,1142.495254,1.670384985,3.015994395,10.57740809,64.35659921,4.68637938,77.542,75.67399999999999,76.58521951,0.034878717999999996,60.59,76.45,5.9,148.0,68.72544759,24.49608673,100.0,29.8,41.4,42.3,41.4,88.25976,85.55925,87.0,-2.0,BHR,Middle East & North Africa,High income
137,Bahrain,2014,15.433,2.0780000000000003,1242.844177,1.8302960830000001,3.150500297,10.46992799,63.25294303,4.98079638,77.693,75.804,76.72546341,0.034418745,59.743,75.461,5.6,142.0,63.51115981,23.33848208,100.0,29.7,41.5,42.5,41.6,88.43545999999999,85.74623000000001,-2.0,-2.0,BHR,Middle East & North Africa,High income
138,Bahrain,2015,15.110999999999999,2.056,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.844,75.933,76.86519512,0.033687911,58.897,74.471,5.3,135.0,-2.0,-2.0,100.0,29.8,41.6,42.6,41.7,88.61117,85.93321,-2.0,-2.0,BHR,Middle East & North Africa,High income
139,Bahrain,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30.1,41.9,42.8,42.0,-2.0,-2.0,-2.0,-2.0,BHR,Middle East & North Africa,High income
140,Bangladesh,2007,22.857,2.522,15.2414902,1.811272362,0.987683698,8.56470829,35.28757425,2.79895606,69.781,68.01,68.87390244,0.8341521140000001,131.575,163.707,45.9,199737.0,94.53494899,61.17585868,35.62662254,52.7,43.1,49.3,43.5,73.81385999999999,69.46149,45.0,90.0,BGD,South Asia,Lower middle income
141,Bangladesh,2008,22.261999999999997,2.449,17.59674697,1.892781441,0.9537524690000001,6.8994914000000005,33.50574765,2.84653391,70.355,68.361,69.33368293,0.765080454,128.84,162.27700000000002,43.6,183893.0,90.70547028,60.313924300000004,37.07017677,51.2,42.4,48.8,42.7,74.46439000000001,69.79594,45.0,91.0,BGD,South Asia,Lower middle income
142,Bangladesh,2009,21.717,2.384,19.82214837,1.9184840490000001,0.991099631,7.82325269,34.06327984,2.90958368,70.939,68.69800000000001,69.79117073,0.702897848,126.10600000000001,160.847,41.3,169711.0,92.70605004,61.12732879,38.50550419,49.6,41.7,48.4,42.0,75.11492,70.13039,48.0,91.0,BGD,South Asia,Lower middle income
143,Bangladesh,2010,21.224,2.3280000000000003,23.13738001,2.01338694,1.05017299,8.26960239,34.27949882,3.06355993,71.521,69.024,70.24204878,0.643496469,123.37200000000001,159.417,39.2,157890.0,92.77641532,60.97312512,39.93267796,48.1,41.0,47.9,41.4,75.76545,70.46483,45.0,91.0,BGD,South Asia,Lower middle income
144,Bangladesh,2011,20.78,2.279,25.40782617,2.1147838969999997,1.041090103,7.46217144,32.98896289,3.1558740000000003,72.085,69.343,70.68056098,0.589827301,120.637,157.988,37.2,147391.0,91.50755377,61.32016082,41.35120257,46.5,40.5,47.5,40.8,76.41598,70.79928000000001,45.0,91.0,BGD,South Asia,Lower middle income
145,Bangladesh,2012,20.375,2.2359999999999998,25.58110909,2.096724348,0.984483722,6.92130549,31.95122497,3.08120807,72.617,69.657,71.10090244,0.543000199,117.90299999999999,156.558,35.3,138673.0,93.02716599,63.3038469,42.75990112,44.9,40.0,47.0,40.3,77.06651,71.13373,48.0,92.0,BGD,South Asia,Lower middle income
146,Bangladesh,2013,19.997,2.199,28.15857423,2.0725333040000002,0.810323956,5.54641825,28.10836204,2.88285726,73.104,69.968,71.4977561,0.498856507,115.09100000000001,154.386,33.5,131509.0,92.97818234,66.84353823,44.15827098,43.5,39.6,46.6,40.0,77.58955999999999,71.60022,52.0,93.0,BGD,South Asia,Lower middle income
147,Bangladesh,2014,19.637,2.165,30.83346991,2.032466051,0.786532509,5.65505405,27.901132,2.81899856,73.545,70.278,71.87165854,0.458409571,112.27799999999999,152.214,32.1,125294.0,92.89448645,66.97587316,45.54657005,42.3,39.4,46.1,39.7,78.11261999999999,72.06671999999999,53.0,93.0,BGD,South Asia,Lower middle income
148,Bangladesh,2015,19.29,2.133,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,73.939,70.586,72.22160976,0.421170638,109.465,150.041,30.7,119326.0,-2.0,-2.0,46.92459323,41.2,39.4,45.8,39.7,78.63568000000001,72.53321,57.0,-2.0,BGD,South Asia,Lower middle income
149,Bangladesh,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,40.3,39.6,45.7,39.9,-2.0,-2.0,-2.0,-2.0,BGD,South Asia,Lower middle income
150,Barbados,2007,12.765,1.768,928.2949345000001,1.8807743080000001,3.7583009119999997,9.97095765,66.64746905,5.63907522,76.77600000000001,72.054,74.35741463,0.06380841,85.87200000000001,139.1,14.5,56.0,80.70175439,26.91607761,92.15675365,33.4,22.6,26.3,22.7,85.70100000000001,77.01969,87.0,100.0,BRB,Latin America & Caribbean,High income
151,Barbados,2008,12.671,1.7719999999999998,996.655616,1.9586507069999999,4.056312343,10.53930179,67.43702844,6.01496305,76.949,72.21,74.52170732,0.06098655099999999,84.12799999999999,136.983,14.2,53.0,80.55555556,26.23128264,92.77094623,33.2,22.1,25.9,22.2,85.97129,77.33216,87.0,100.0,BRB,Latin America & Caribbean,High income
152,Barbados,2009,12.577,1.777,1026.936193,2.069006365,4.144961775,10.97848294,66.70394315,6.21396814,77.122,72.365,74.6854878,0.0576033,82.384,134.866,13.9,51.0,80.55555556,26.82182358,93.38513881,32.8,21.5,25.6,21.6,86.24158,77.64464,87.0,100.0,BRB,Latin America & Caribbean,High income
153,Barbados,2010,12.48,1.781,980.958026,2.159062623,4.009928747,9.71187047,65.00136742,6.16899137,77.293,72.521,74.84880488,0.055568552,80.64,132.75,13.6,49.0,80.55555556,28.19334292,93.99933138,32.4,21.1,25.4,21.2,86.51187,77.95711,87.0,100.0,BRB,Latin America & Caribbean,High income
154,Barbados,2011,12.38,1.785,1035.872409,2.5137638630000003,4.155989917,10.11550073,62.31099459,6.66975378,77.461,72.676,75.01014634,0.052605325,78.89699999999999,130.63299999999998,13.3,48.0,81.88054763,30.85996403,94.61352396,32.1,20.7,25.3,20.9,86.78216,78.26958,-2.0,-2.0,BRB,Latin America & Caribbean,High income
155,Barbados,2012,12.280999999999999,1.788,1137.94886,2.587738614,4.841513416000001,10.69198533,65.16824838,7.42925203,77.626,72.831,75.17002439,0.04965294,77.153,128.516,13.0,47.0,81.88054763,28.52042898,95.22771654,31.9,20.5,25.2,20.7,87.05245,78.58205,87.0,100.0,BRB,Latin America & Caribbean,High income
156,Barbados,2013,12.183,1.791,1146.951931,2.668836437,4.899894263,10.69953958,64.73865245,7.5687307,77.78699999999999,72.986,75.32795122,0.048763983,76.158,127.01700000000001,12.7,46.0,81.88054763,28.87218447,95.84190911,31.7,20.5,25.2,20.6,87.23383000000001,78.84501999999999,87.0,100.0,BRB,Latin America & Caribbean,High income
